Comune,Nucleo_ID,Popolazione,mean_km,St.Dv_km,mean_min,St.Dv_min
TOFFIA,5706810001,780.0,38.31333333333333,8.786112469877295,45.43333333333333,12.39882386895359
TOFFIA,5706826601,29.0,38.00933333333333,7.7666448569078606,41.57222222222222,12.259535215647604
TOLFA,5810510001,550.0,26.177666666666667,2.1195344614639624,26.388888888888886,4.595357963729793
TOLFA,5810510002,4095.0,27.256666666666668,9.64989892865896,30.43888888888889,8.609576924263749
TORRE CAJETANI,6007810001,846.0,25.87633333333333,9.959611254127006,35.76111111111111,15.078335574714595
TORRE CAJETANI,6007810002,105.0,23.887666666666668,8.628964963037765,27.333333333333332,9.579970424449824
TORRI IN SABINA,5707010001,57.0,40.556,9.922629742160087,44.261111111111106,8.404518185233814
TORRI IN SABINA,5707010002,465.0,40.51566666666666,11.495502482855342,43.522222222222226,8.89244893986736
TORRI IN SABINA,5707026603,30.0,39.669,10.016214304815966,42.52777777777778,10.46551656809338
TORRI IN SABINA,5707026601,28.0,40.59533333333333,10.185141007042235,42.83888888888888,6.884005885895002
TORRI IN SABINA,5707026604,25.0,41.43766666666667,9.862675972236607,45.21666666666667,7.246225070875027
TORRI IN SABINA,5707026705,19.0,39.61833333333333,11.013249172398366,43.29444444444445,8.409011920640944
TORRI IN SABINA,5707026702,11.0,39.07833333333333,9.868141533912723,43.233333333333334,9.02053213507939
TORRICE,6007910001,69.0,18.364333333333335,7.840651014637326,22.83888888888889,6.863557818356739
TORRICE,6007910002,312.0,20.405333333333335,12.338726933250989,28.88888888888889,11.809439883854369
TORRICE,6007910005,36.0,21.445,12.457610846386237,29.51111111111111,12.079393993874827
TORRICE,6007910003,1503.0,20.108666666666668,9.103181220503815,26.994444444444447,7.69498995258411
TORRICE,6007920018,41.0,20.688333333333333,8.852344397578156,27.066666666666666,7.796491376111293
TORRICE,6007920033,43.0,21.323,9.64268515507999,27.92222222222222,8.690389540772632
TORRICE,6007920024,41.0,18.074333333333332,11.21782297655536,25.105555555555554,10.350111826198537
TORRICE,6007920004,175.0,23.047333333333334,11.486750207666804,30.555555555555557,10.939992044143631
TORRICE,6007920031,50.0,19.13133333333333,7.840651014637326,24.05,6.871337408232678
TORRICE,6007920014,710.0,21.61566666666667,11.419460860011446,28.65,10.881533797116
TORRICE,6007920028,20.0,18.168999999999997,11.069951400073986,24.2,10.080467912420204
TORRICE,6007920011,37.0,18.58833333333333,8.635486108687417,24.349999999999998,6.2578173333661455
TORRICE,6007926627,15.0,18.442999999999998,11.041158951849212,25.31111111111111,10.012635535680422
TORRICE,6007926620,39.0,18.562333333333335,11.496847495436883,26.42222222222222,10.760141641639674
TORRICE,6007926623,33.0,18.730666666666664,10.989374155671165,26.033333333333335,9.91717085553021
TORRICE,6007926636,16.0,20.942,11.698854345618635,28.2,11.586354522070826
TORRICE,6007920025,50.0,18.362666666666666,10.18809650196411,25.605555555555558,8.679963090892684
TORRICE,6007920022,49.0,18.312999999999995,11.491510388108258,25.86111111111111,10.516737101366529
TORRICE,6007920026,156.0,18.01366666666667,9.670890358872514,23.616666666666664,8.61710185877157
TORRICE,6007926634,33.0,21.708000000000002,12.005631970038062,28.88888888888889,11.686950620876893
TORRICE,6007926621,20.0,20.06066666666667,10.521915430820252,26.505555555555556,9.993460824922426
TORRICE,6007926632,17.0,19.029,8.872616581369895,25.061111111111114,6.533680546329267
TORRICE,6007926629,34.0,18.783333333333335,7.840651014637326,23.416666666666668,6.871337408232678
TORRICELLA IN SABINA,5706910001,146.0,48.625,20.465354309173346,51.227777777777774,19.740583784380547
TORRICELLA IN SABINA,5706910004,470.0,41.62866666666667,17.0895353164834,46.444444444444436,21.154237383069596
TORRICELLA IN SABINA,5706910002,109.0,40.965,20.064705903650818,40.96666666666666,20.45588749806112
TORRICELLA IN SABINA,5706920001,28.0,43.291000000000004,19.827146617705736,46.111111111111114,22.480672769028693
