Comune,Popolazione_totale,mean_km,mean_min,St.Dv_km,St.Dv_min
PRIVERNO,11827.0,1.0752473154646147,2.0414207604069787,2.055364304223687,2.737749195099992
PROCENO,296.0,6.78,10.883333333333333,,
PROSSEDI,728.0,11.819379120879121,14.945192307692306,3.6448701280018194,5.03403922570394
RIANO,9520.0,50.676277731092426,53.1597006302521,2.030176764334683,2.328834949544992
RIGNANO FLAMINIO,8819.0,43.26090713232793,53.75007748421969,1.1300221026072719,1.6834944131637146
RIOFREDDO,698.0,22.67,27.349999999999998,,
RIPI,2212.0,11.139598553345389,15.55202682338758,1.561753443467252,2.079040636749988
RIVODUTRI,1043.0,17.565130393096837,21.996436561201662,1.8023141913785306,3.5095324334210916
ROCCA CANTERANO,180.0,15.035333333333334,21.127777777777776,1.1568266940211924,1.1902964149973576
ROCCA D'ARCE,465.0,18.345718279569894,23.418172043010753,0.9665975981072301,2.1078062582273125
ROCCA DI CAVE,231.0,11.89209090909091,21.28874458874459,3.994446206922807,7.530687219636731
ROCCA DI PAPA,17111.0,0.7688492198001285,2.9274647887323937,5.855182263032752,6.35372448370362
ROCCA MASSIMA,740.0,32.44632432432432,41.34608108108108,0.5438639535766278,1.7416733120553716
ROCCA PRIORA,11798.0,6.297971690116969,9.278301407018139,2.2054396387115194,2.355686579165247
ROCCA SANTO STEFANO,820.0,9.277,17.95,,
ROCCA SINIBALDA,494.0,25.526955465587047,27.75654520917679,5.256734687182583,7.456888438563715
ROCCAGIOVINE,235.0,20.154,24.05,,
ROCCAGORGA,2822.0,8.744982990786676,13.627167493503423,0.5563047725842376,0.4419024527854279
ROCCANTICA,279.0,40.91625448028674,50.719414575866196,0.5267945519839811,0.8720983634634043
ROCCASECCA,2524.0,18.28007567353407,24.99571447437929,0.8011519830843578,1.6617009357883852
ROCCASECCA DEI VOLSCI,796.0,8.060158291457286,12.190159128978225,5.749925586475011,10.454056230318772
ROIATE,627.0,14.359000000000002,20.616666666666667,,
RONCIGLIONE,7871.0,1.1056678948037097,3.2488502096302887,3.419860815881254,4.08915571291244
ROVIANO,1238.0,18.16,22.616666666666667,,
SABAUDIA,14078.0,3.8804562437846286,4.546129895344982,4.657272689149617,4.468281410876979
SACROFANO,6251.0,40.45329115341546,46.611918093105096,5.056171161875535,2.1012334040229397
SALISANO,321.0,37.747155763239874,44.6230010384216,2.0442457044103075,2.7812866726670844
SAMBUCI,811.0,15.503000000000002,18.55,,
SAN BIAGIO SARACINISCO,136.0,35.079,44.333333333333336,,
SAN CESAREO,13382.0,9.236597668509939,14.633711951377471,2.6456361880057724,2.846687715992211
SAN DONATO VAL DI COMINO,919.0,23.127,25.716666666666665,,
SAN FELICE CIRCEO,8279.0,11.007370696944076,13.579192334017796,3.4627775941672403,5.481359827228601
SAN GIORGIO A LIRI,2563.0,13.083044088958253,17.66247886591234,1.7729696771773844,2.1373814518937584
SAN GIOVANNI INCARICO,463.0,28.54997192224622,32.4194384449244,2.014075201343452,1.9054016782703744
SAN GREGORIO DA SASSOLA,1096.0,9.66,17.15,,
SAN LORENZO NUOVO,1741.0,9.004,11.050000000000002,,
SAN POLO DEI CAVALIERI,2268.0,11.430382275132276,15.613896237507348,2.4026148949287176,4.108561521722388
SAN VITO ROMANO,3023.0,18.456,26.28333333333334,,
SAN VITTORE DEL LAZIO,427.0,10.355765807962527,14.103161592505856,1.569261386767673,1.9680927033269768
SANT'AMBROGIO SUL GARIGLIANO,698.0,16.23838538681948,21.94543935052531,1.2832413062242023,1.6030280952229357
SANT'ANDREA DEL GARIGLIANO,791.0,17.89917699115044,23.775895490939735,0.9605982857920713,1.2450531745300706
SANT'ANGELO ROMANO,3031.0,11.398206862421643,16.90989772352359,0.9094788434409382,1.4804184843782813
SANT'APOLLINARE,1128.0,12.698654255319148,18.536052009456263,0.894302707886615,1.3755806854642225
SANT'ELIA FIUMERAPIDO,934.0,8.964644539614563,12.232209136331193,4.0213175701503605,7.035523289916892
SANT'ORESTE,2711.0,47.27524492807082,58.88973933357925,2.1446548673387995,3.453038114794307
SANTA MARINELLA,17791.0,2.365217469507054,3.9911462724598583,3.5096682535533184,3.757635231214467
SANTI COSMA E DAMIANO,5993.0,4.625626564325046,6.046910284220479,1.865112936705621,3.0913574268823627
SANTOPADRE,347.0,15.58121325648415,24.250816522574443,3.4669416397357096,1.9393822995231509
SARACINESCO,109.0,23.15516513761468,26.242813455657487,0.20859650045003023,0.27105759945484037
SCANDRIGLIA,2659.0,37.42064309890936,41.25228155948352,3.3976685094340806,4.460047956892144
SEGNI,7301.0,5.11790782084646,7.927690270739168,1.9142683545765815,2.0239047596639708
SELCI,799.0,21.705216520650815,27.459616186900288,0.9787366005894209,1.9877634928994201
SERMONETA,7443.0,11.376876662636034,18.804583725200416,1.7008410286321183,2.2180183189410085
SERRONE,2472.0,18.086474110032363,20.89722896440129,0.9646696325685798,1.687642998056428
SETTEFRATI,143.0,24.291,29.03333333333334,,
SEZZE,20564.0,14.392604551643647,18.032278901640407,4.616886504543222,4.80940713505737
SGURGOLA,1733.0,10.420591459896134,15.832814002692825,2.137583799526934,3.5826743580118383
SONNINO,5105.0,10.430069931439764,14.944322559582105,3.478879112926022,3.830079134017926
SORA,20772.0,3.2947187319468525,6.376264121573915,2.1814462862972355,3.352041136971714
SORIANO NEL CIMINO,6005.0,16.552771357202325,20.597252289758533,4.559099340878635,2.660607700006398
SPERLONGA,2642.0,13.564084784254355,18.023908655059298,0.36203867196751266,0.21213203435596223
SPIGNO SATURNIA,1635.0,8.069149235474006,11.332161060142713,1.5946272291667416,3.2852476089104528
STIMIGLIANO,2077.0,21.364264805007224,23.300649975926817,5.420973797821446,1.6975199775184007
STRANGOLAGALLI,1484.0,14.2531846361186,19.46895777178796,1.6019936960543266,2.130752287656946
SUBIACO,6811.0,3.2463763030392023,5.93563598101111,3.932575689742736,5.948779312484366
SUPINO,4405.0,13.424473779795687,18.733125236473704,2.566508588205644,3.8219517023132052
SUTRI,5547.0,6.76600072111051,9.731341265548945,2.5491244313816197,2.7152041052807303
TARANO,786.0,16.815360050890586,20.734033078880408,0.8902366539297283,1.638707146231781
